genomefile,brieftax,f_major,f_ident,f_removed,n_reason_1,n_reason_2,n_reason_3,refsize,ratio,clean_bp,clean_n,dirty_n,dirty_bp,missed_n,missed_bp,taxguessed,taxprovided,comment
TARA_PSE_MAG_00018.fa,genus g__Fabibacter,0.9959798994974874,0.7080170777988615,0.0,0,0,0,4262000,1.0,4269232,55,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__Fabibacter sp002296035,,
TARA_PSE_MAG_00019.fa,genus g__GCA-2709075,0.9798334064007015,0.9302610114192496,0.023485901573476423,0,0,3,2495000,0.97,2410943,119,3,57985,1,2722,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__GCA-2709075;s__GCA-2709075 sp002709075,,
TARA_PSE_MAG_00020.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00021.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00022.fa,genus g__GCA-2722315,0.9824359343507054,0.880578093306288,0.059738289690984235,4,12,6,3557000,1.03,3662026,287,22,232662,3,13264,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315,,
TARA_PSE_MAG_00023.fa,genus g__UBA1926,0.9850291100637649,0.9161798323596647,0.028461772134667943,0,3,1,3678000,1.06,3882634,254,4,113744,4,18783,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1926;s__UBA1926 sp002480345,,
TARA_PSE_MAG_00024.fa,genus g__Salipiger,0.9995136186770428,0.9944377267230955,0.0,0,0,0,5228000,0.81,4253894,104,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger profundus,,
TARA_PSE_MAG_00025.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00026.fa,genus g__Arsukibacterium,0.9989775051124744,0.9623616236162361,0.0,0,0,0,3966000,1.0,3973211,48,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Arsukibacterium;s__Arsukibacterium sp002364615,,
TARA_PSE_MAG_00027.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00028.fa,genus g__UBA854,0.9974863845831587,0.936078431372549,0.003288017829309193,0,2,1,2553000,0.99,2529052,109,3,8343,0,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;s__UBA854 sp002364485,,
TARA_PSE_MAG_00031.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00032.fa,genus g__UBA1511,0.9988158673771462,0.5970307529162248,0.009303662068566762,0,2,0,1826000,1.55,2827165,144,2,26550,0,0,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA1511;s__UBA1511 sp002323535,,
TARA_PSE_MAG_00033.fa,genus g__GCA-002701365,0.9936908517350158,0.45908761766835626,0.008908484091840948,0,1,0,1395000,1.0,1399557,63,1,12580,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__TMED113;g__GCA-002701365;s__GCA-002701365 sp002722215,,
TARA_PSE_MAG_00035.fa,genus g__Cobetia,0.9711134453781513,0.5692077727952167,0.027535243285688415,3,6,2,3893000,0.85,3291765,448,11,93206,8,26161,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Cobetia;s__Cobetia amphilecti,,
TARA_PSE_MAG_00037.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00038.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00039.fa,genus g__GCA-2699025,0.9983380209665047,0.9727645815197115,0.0023454612913041736,0,1,2,9120000,0.9,8193195,1232,3,19262,23,78135,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,,
TARA_PSE_MAG_00041.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00042.fa,genus g__Pseudomonas_E,0.9762428508578971,0.5374793095294396,0.016591563804231234,1,7,2,4967000,0.86,4275023,458,10,72126,7,19841,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E marincola,,
TARA_PSE_MAG_00043.fa,genus g__TMED58,1.0,0.7958963282937365,0.0,0,0,0,984000,0.94,921904,62,0,0,0,0,d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__TMED58;s__TMED58 sp002708105,,
TARA_PSE_MAG_00044.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00045.fa,genus g__GCA-2725445,0.9813432835820896,0.33753148614609574,0.053072919750771434,1,5,0,1644000,0.88,1439225,189,6,80665,2,5419,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA998;f__UBA3002;g__GCA-2725445;s__GCA-2725445 sp002725445,,
TARA_PSE_MAG_00046.fa,genus g__MedAcidi-G3,1.0,0.7203615098351941,0.0,0,0,0,1998000,0.96,1919891,218,0,0,5,18195,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__MedAcidi-G3;s__MedAcidi-G3 sp003445455,,
TARA_PSE_MAG_00047.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00048.fa,genus g__UBA1100,0.9994606256742179,0.7380573248407644,0.0010230292259052504,0,1,0,2747000,0.92,2527154,430,1,2588,16,50790,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100;s__UBA1100 sp003509725,,
TARA_PSE_MAG_00050.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00051.fa,genus g__GCA-2685275,0.9871977240398293,0.5570522979397782,0.05525574875083402,0,8,0,1136000,1.06,1204975,86,8,70476,2,6315,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__GCA-2685275;s__GCA-2685275 sp002685275,,
TARA_PSE_MAG_00052.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00053.fa,genus g__UBA10364,0.9981916817359855,0.7544338335607094,0.0,0,0,0,1649000,0.9,1488994,49,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__UBA10364 sp003545085,,
TARA_PSE_MAG_00054.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00055.fa,genus g__UBA7985,0.9994469026548672,0.9191662430096594,0.0027224820479177215,0,1,0,2625000,0.75,1957937,373,1,5345,8,27841,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7985;f__UBA7985;g__UBA7985;s__UBA7985 sp002708995,,
TARA_PSE_MAG_00056.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00057.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00058.fa,genus g__UBA8087,0.989010989010989,0.255515443241075,0.0,0,0,0,2742000,0.92,2520336,203,0,0,2,7023,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA8087;s__UBA8087 sp002862305,,
TARA_PSE_MAG_00059.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00061.fa,genus g__MGIIb-P,0.9985611510791367,0.8383594692400482,0.011566450572212412,0,2,0,1659000,0.98,1617700,162,2,18930,2,8904,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002722595,,
TARA_PSE_MAG_00062.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00063.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00064.fa,genus g__MGIIb-O5,0.996607294317218,0.9477491961414791,0.010973969916656237,0,3,0,1428000,0.86,1232726,51,3,13678,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002718995,,
TARA_PSE_MAG_00065.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00066.fa,genus g__UBA1668,0.9985855728429985,0.8934288121314238,0.0012645888878571568,0,1,0,2545000,0.94,2398534,303,1,3037,5,13457,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668;s__UBA1668 sp002364555,,
TARA_PSE_MAG_00068.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00070.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00071.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00072.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00073.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00074.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00075.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00076.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00077.fa,genus g__Citromicrobium,0.9581661891117479,0.6327048585931835,0.04668075449429183,1,5,1,1719000,1.53,2636412,67,7,129096,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium sp002712945,,
TARA_PSE_MAG_00078.fa,genus g__UBA7446,0.9988584474885844,0.7269709543568464,0.008048465798738599,0,1,0,1060000,1.09,1156306,127,1,9382,1,4912,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp002313325,,
TARA_PSE_MAG_00079.fa,genus g__UBA3537,0.9864130434782609,0.34392523364485983,0.0,0,0,0,1646000,0.65,1070654,62,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3537;s__UBA3537 sp002698705,,
TARA_PSE_MAG_00080.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00081.fa,genus g__GCA-002700125,1.0,0.6150627615062761,0.0,0,0,0,827000,0.88,726237,43,0,0,0,0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-002700125;s__GCA-002700125 sp002723375,,
TARA_PSE_MAG_00082.fa,genus g__GCA-2684655,0.9986130374479889,0.7978605680560679,0.0029840966875814574,0,1,0,3724000,0.71,2659848,524,1,7961,16,50880,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__GCA-2684655;s__GCA-2684655 sp002684655,,
TARA_PSE_MAG_00083.fa,genus g__Mesonia,0.9808571428571429,0.922509225092251,0.04453144395058548,3,14,5,3666000,1.0,3679368,379,22,171484,8,22871,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia sp002413625,,
TARA_PSE_MAG_00084.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00085.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00086.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00087.fa,genus g__UBA7916,1.0,0.6521739130434783,0.0,0,0,0,1873000,0.53,993227,186,0,0,3,9650,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA7916;g__UBA7916;s__UBA7916 sp002722435,,
TARA_PSE_MAG_00088.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00089.fa,genus g__UBA854,0.9986928104575163,0.7387735393529696,0.0013119944430861534,0,1,0,2302000,0.88,2030116,293,1,2667,5,15680,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;s__UBA854 sp002591705,,
TARA_PSE_MAG_00090.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00091.fa,genus g__Casp-actino5,0.9973082099596231,0.580015612802498,0.002360919600573785,0,1,0,2103000,0.61,1292200,282,1,3058,15,45024,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Casp-actino5;s__Casp-actino5 sp002501485,,
TARA_PSE_MAG_00092.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00093.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00094.fa,genus g__Litoricola,0.9981167608286252,0.6996047430830039,0.005587596693009777,0,1,0,1470000,0.55,807440,187,1,4537,6,18804,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__Litoricola sp002731015,,
TARA_PSE_MAG_00095.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00096.fa,genus g__TMED48,0.9990243902439024,0.7113115891741846,0.0017084516764835154,0,1,0,1766000,0.87,1528595,322,1,2616,9,27039,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__TMED48 sp002720735,,
TARA_PSE_MAG_00097.fa,genus g__Rubinisphaera,0.9887152777777778,0.5981308411214953,0.008154321772558025,0,3,5,5913000,0.65,3861161,838,8,31744,20,64560,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__Rubinisphaera;s__Rubinisphaera brasiliensis,,
TARA_PSE_MAG_00098.fa,genus g__Zunongwangia,0.9916201117318436,0.745057232049948,0.007708042962440069,2,0,2,5009000,0.77,3851611,511,4,29919,13,41265,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia profunda,,
TARA_PSE_MAG_00099.fa,genus g__SW10,0.9990186457311089,0.9090098126672613,0.006086954313560678,2,1,0,3614000,0.65,2348376,454,3,14382,13,43791,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002323895,,
TARA_PSE_MAG_00100.fa,genus g__Thalassospira,0.9956304619225967,0.5982076176250933,0.001942967829408764,0,1,1,4593000,0.58,2682419,605,2,5222,14,42317,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lucentensis_A,,
TARA_PSE_MAG_00101.fa,genus g__Erythrobacter_A,0.9544943820224719,0.6942277691107644,0.07304105287274712,13,4,5,3117000,0.76,2370907,372,22,186819,9,28265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A citreus,,
TARA_PSE_MAG_00102.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00103.fa,genus g__Roseovarius,0.6593406593406593,0.24609375,0.26139573154672063,41,62,26,3710000,0.65,2394914,434,129,847572,8,24404,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius tolerans,,
TARA_PSE_MAG_00104.fa,genus g__Aestuariibacter_A,0.9859016393442623,0.6521274321146033,0.007215998490660215,0,0,2,4900000,0.95,4662206,76,2,33887,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Aestuariibacter_A;s__Aestuariibacter_A aggregatus,,
TARA_PSE_MAG_00105.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00106.fa,genus g__Hyphomonas,0.9902053712480253,0.9699662886913883,0.018785666504491205,3,3,2,3387000,0.99,3345830,283,8,64057,2,8349,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp002700305,,
TARA_PSE_MAG_00107.fa,genus g__Salegentibacter,0.98,0.5219206680584552,0.013426377247271176,0,4,3,3797000,0.53,1994695,469,7,27146,13,39962,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter mishustinae,,
TARA_PSE_MAG_00109.fa,genus g__Salinisphaera,0.9930220075147611,0.7386994448850119,0.03445474735094929,1,10,1,2304000,1.06,2443796,281,12,87205,1,2888,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salinisphaera;s__Salinisphaera sp002715985,,
TARA_PSE_MAG_00110.fa,genus g__Oleispira,0.8902606310013718,0.685472496473907,0.1198398677831561,0,23,19,2604000,0.72,1870335,350,42,254659,14,45225,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleispira;s__Oleispira sp002708475,,
TARA_PSE_MAG_00111.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00112.fa,genus g__UBA12014,0.9947245017584995,0.6425612052730697,0.00824367048169134,0,1,1,3045000,0.87,2638774,316,2,21934,3,13492,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12014;s__UBA12014 sp002684855,,
TARA_PSE_MAG_00114.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00115.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00116.fa,genus g__UBA2009,0.9995101640950281,0.9817263765328204,0.005796202278709905,0,1,0,4168000,0.99,4124704,93,1,24047,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009;s__UBA2009 sp002314145,,
TARA_PSE_MAG_00118.fa,genus g__Alteromonas,0.9498607242339833,0.2897497982243745,0.02024469836205325,2,6,5,4730000,0.76,3574309,451,13,73856,9,37985,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas stellipolaris,,
TARA_PSE_MAG_00119.fa,genus g__Roseovarius,0.961463096015676,0.7048802946593001,0.07949077796410113,13,14,6,3786000,0.5,1898206,450,33,163920,10,29780,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius halotolerans,,
TARA_PSE_MAG_00120.fa,genus g__Pseudomonas_D,0.9777777777777777,0.7300884955752213,0.023651746074177898,0,10,5,2928000,0.92,2702737,400,15,65473,10,31999,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D sp002683975,,
TARA_PSE_MAG_00121.fa,genus g__UBA796,0.9995235826584088,0.8837894736842106,0.0,0,0,0,4086000,0.58,2355103,517,0,0,13,37582,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796;s__UBA796 sp002348535,,
TARA_PSE_MAG_00122.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00123.fa,genus g__Marinobacter,0.9935213414634146,0.8867860763771545,0.0,0,0,0,4476000,0.66,2964488,367,0,0,5,19334,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter flavimaris,,
TARA_PSE_MAG_00124.fa,genus g__UBA1479,0.9219653179190751,0.16919315403422983,0.05661839250855913,3,17,0,3878000,0.49,1910377,404,20,114654,10,31228,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA1479;g__UBA1479;s__UBA1479 sp002696205,,
TARA_PSE_MAG_00125.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00126.fa,genus g__BACL21,0.9656509695290859,0.8770651117589893,0.03922444048879426,1,9,8,3038000,0.65,1981957,403,18,80915,17,52390,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__BACL21;s__BACL21 sp002707025,,
TARA_PSE_MAG_00127.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00128.fa,genus g__Vibrio,0.9962825278810409,0.5401606425702812,0.0012295025943363986,0,1,0,4418000,0.58,2557237,567,1,3148,15,49141,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio caribbeanicus,,
TARA_PSE_MAG_00129.fa,genus g__None,0.7123287671232876,0.023685918234912395,0.03096323090490512,0,12,13,0,0.0,3047046,872,25,97361,46,129775,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PSE_MAG_00130.fa,genus g__Bermanella,0.9990937924784775,0.8511376783648283,0.0013378442455762704,0,1,0,3161000,0.84,2653705,344,1,3555,3,11707,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Bermanella;s__Bermanella sp002683575,,
TARA_PSE_MAG_00131.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00132.fa,genus g__Pseudoalteromonas,0.9997529644268774,0.9735449735449735,0.001197568970596299,1,0,0,4283000,0.98,4207656,221,1,5045,2,5970,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp002685175,,
TARA_PSE_MAG_00133.fa,genus g__Thalassolituus,0.9823788546255506,0.7068898404048268,0.00933132222674696,0,1,4,3819000,0.68,2612744,478,5,24610,11,38041,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Thalassolituus;s__Thalassolituus oleivorans,,
TARA_PSE_MAG_00136.fa,genus g__None,0.08,0.002524997475002525,0.009984052045125003,0,28,0,0,0.0,9926881,2888,28,100110,136,402894,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PSE_MAG_00137.fa,genus g__None,0.6153846153846154,0.0010384215991692627,0.0022477655897576725,0,5,2,0,0.0,12756403,3361,7,28738,123,369868,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PSE_MAG_00138.fa,genus g__UBA9145,0.9305912596401028,0.36152416356877326,0.03482067554763706,0,11,9,3135000,0.67,2095413,518,20,75596,18,52320,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002684935,,
TARA_PSE_MAG_00139.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00140.fa,genus g__None,0.631578947368421,0.008994792488559255,0.02369950088100736,0,22,15,0,0.0,12357135,1721,37,299967,27,88686,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PSE_MAG_00141.fa,genus g__UBA8087,0.9730094466936572,0.6961014560826679,0.026448106503740805,0,5,6,2486000,0.83,2052998,352,11,55773,10,30617,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA8087;s__UBA8087 sp002684315,,
